"sp_ABC","chrom","win","n_nodes","win_start","win_mid_Mb","PBSa_5Mb","species_label"
"C","13",8,127,8e+06,8.5,322.780110911438,"C. glandium"
"C","13",9,287,9e+06,9.5,429.775522802311,"C. glandium"
"C","13",10,107,1e+07,10.5,407.283684917528,"C. glandium"
"C","13",11,209,1.1e+07,11.5,410.800438169192,"C. glandium"
"C","13",12,151,1.2e+07,12.5,420.03452239072,"C. glandium"
"C","13",13,140,1.3e+07,13.5,424.14620120897,"C. glandium"
"C","13",14,118,1.4e+07,14.5,333.84876815708,"C. glandium"
"C","13",15,142,1.5e+07,15.5,346.655448536439,"C. glandium"
"C","13",16,75,1.6e+07,16.5,286.555404764942,"C. glandium"
"C","13",17,156,1.7e+07,17.5,289.221368505164,"C. glandium"
"C","13",18,59,1.8e+07,18.5,259.865349748673,"C. glandium"
"C","13",19,100,1.9e+07,19.5,252.202299751608,"C. glandium"
"C","13",20,46,2e+07,20.5,213.443200875549,"C. glandium"
"C","13",21,11,2.1e+07,21.5,200.134954468229,"C. glandium"
"C","13",22,23,2.2e+07,22.5,127.46372032857,"C. glandium"
"C","13",23,31,2.3e+07,23.5,117.16228061966,"C. glandium"
"C","13",24,35,2.4e+07,24.5,70.3704483430367,"C. glandium"
"C","13",25,55,2.5e+07,25.5,76.5571681816928,"C. glandium"
"C","13",26,44,2.6e+07,26.5,87.612784455238,"C. glandium"
"C","13",27,28,2.7e+07,27.5,89.0561620551885,"C. glandium"
"C","13",28,34,2.8e+07,28.5,90.1443287178955,"C. glandium"
"C","13",29,32,2.9e+07,29.5,89.0224690738243,"C. glandium"
"C","13",30,34,3e+07,30.5,77.8203058333749,"C. glandium"
"C","13",31,36,3.1e+07,31.5,73.5934779718964,"C. glandium"
"C","13",32,39,3.2e+07,32.5,78.4410606761535,"C. glandium"
"C","13",33,21,3.3e+07,33.5,73.7427962583465,"C. glandium"
"C","13",34,32,3.4e+07,34.5,73.7427962583465,"C. glandium"
"C","13",35,17,3.5e+07,35.5,67.6091709755415,"C. glandium"
"C","13",36,34,3.6e+07,36.5,66.5657569625705,"C. glandium"
"C","13",37,18,3.7e+07,37.5,56.8682688324517,"C. glandium"
"C","13",38,16,3.8e+07,38.5,55.2177507691141,"C. glandium"
"C","13",39,15,3.9e+07,39.5,47.4341649025257,"C. glandium"
"C","13",40,22,4e+07,40.5,49.4469412603045,"C. glandium"
"C","13",41,16,4.1e+07,41.5,39.3064880140671,"C. glandium"
"C","13",42,24,4.2e+07,42.5,42.3910367884533,"C. glandium"
"C","13",43,24,4.3e+07,43.5,46.0108682813094,"C. glandium"
"C","13",44,2,4.4e+07,44.5,43.5430821141545,"C. glandium"
"C","2",0,8,0,0.5,NA,"C. glandium"
"C","2",1,39,1e+06,1.5,NA,"C. glandium"
"C","2",2,24,2e+06,2.5,NA,"C. glandium"
"C","2",3,14,3e+06,3.5,NA,"C. glandium"
"C","2",4,28,4e+06,4.5,56.0446250768082,"C. glandium"
"C","2",5,17,5e+06,5.5,58.0172388174411,"C. glandium"
"C","2",6,23,6e+06,6.5,48.7237108603193,"C. glandium"
"C","2",7,4,7e+06,7.5,42.5910788780937,"C. glandium"
"C","2",8,6,8e+06,8.5,40.6693988153255,"C. glandium"
"C","2",9,10,9e+06,9.5,31.1448230047949,"C. glandium"
"C","2",10,4,1e+07,10.5,26.4007575648882,"C. glandium"
"C","2",11,14,1.1e+07,11.5,19.0787840283389,"C. glandium"
"C","2",12,27,1.2e+07,12.5,32.8176781628439,"C. glandium"
"C","2",13,15,1.3e+07,13.5,35.5808937493144,"C. glandium"
"C","2",14,11,1.4e+07,14.5,35.8747822293042,"C. glandium"
"C","2",15,8,1.5e+07,15.5,36.5376518128902,"C. glandium"
"C","2",16,7,1.6e+07,16.5,34.4673758792282,"C. glandium"
"C","2",17,3,1.7e+07,17.5,21.6333076527839,"C. glandium"
"C","2",18,12,1.8e+07,18.5,19.672315572906,"C. glandium"
"C","2",19,21,1.9e+07,19.5,26.5894716006167,"C. glandium"
"C","2",20,33,2e+07,20.5,41.6173040933696,"C. glandium"
"C","2",21,7,2.1e+07,21.5,41.6173040933696,"C. glandium"
"C","2",22,10,2.2e+07,22.5,42.6966040804184,"C. glandium"
"C","2",23,11,2.3e+07,23.5,42.4264068711929,"C. glandium"
"C","2",24,30,2.4e+07,24.5,47.5289385532646,"C. glandium"
"C","2",25,2,2.5e+07,25.5,34.2636833980236,"C. glandium"
"C","2",26,30,2.6e+07,26.5,45,"C. glandium"
"C","2",27,15,2.7e+07,27.5,46.3680924774785,"C. glandium"
"C","2",28,2,2.8e+07,28.5,45.088801270382,"C. glandium"
"C","2",29,19,2.9e+07,29.5,38.6522961801754,"C. glandium"
"C","2",30,3,3e+07,30.5,38.7169213652119,"C. glandium"
"C","2",31,26,3.1e+07,31.5,35.7071421427142,"C. glandium"
"C","2",32,18,3.2e+07,32.5,37.0675059857013,"C. glandium"
"C","2",33,15,3.3e+07,33.5,39.9374510954317,"C. glandium"
"C","2",34,8,3.4e+07,34.5,36.0277670693036,"C. glandium"
"C","2",35,2,3.5e+07,35.5,35.9583091927304,"C. glandium"
"C","2",36,16,3.6e+07,36.5,29.5465734053883,"C. glandium"
"C","2",37,37,3.7e+07,37.5,43.7949768809164,"C. glandium"
"C","2",38,8,3.8e+07,38.5,41.9165838302694,"C. glandium"
"C","2",39,19,3.9e+07,39.5,45.3210767744986,"C. glandium"
"C","2",40,11,4e+07,40.5,46.593991028887,"C. glandium"
"C","2",41,6,4.1e+07,41.5,44.1701256507156,"C. glandium"
"C","2",42,6,4.2e+07,42.5,24.8596057893121,"C. glandium"
"C","2",43,22,4.3e+07,43.5,32.218007387174,"C. glandium"
"C","2",44,14,4.4e+07,44.5,29.5465734053883,"C. glandium"
"C","2",45,2,4.5e+07,45.5,27.495454169735,"C. glandium"
"C","2",46,13,4.6e+07,46.5,29.8161030317511,"C. glandium"
"C","2",47,7,4.7e+07,47.5,30.0333148353624,"C. glandium"
"C","2",48,13,4.8e+07,48.5,24.2280828791714,"C. glandium"
"C","2",49,16,4.9e+07,49.5,25.4361946839538,"C. glandium"
"C","2",50,13,5e+07,50.5,28.49561369755,"C. glandium"
"C","2",51,3,5.1e+07,51.5,25.5342906696074,"C. glandium"
"C","2",52,7,5.2e+07,52.5,25.5342906696074,"C. glandium"
"C","2",53,14,5.3e+07,53.5,26.0576284415908,"C. glandium"
"C","2",54,5,5.4e+07,54.5,21.1660104885167,"C. glandium"
"C","2",55,14,5.5e+07,55.5,21.7944947177034,"C. glandium"
"C","2",56,16,5.6e+07,56.5,26.8700576850888,"C. glandium"
"C","2",57,32,5.7e+07,57.5,41.194659848092,"C. glandium"
"C","2",58,16,5.8e+07,58.5,41.9165838302694,"C. glandium"
"C","2",59,30,5.9e+07,59.5,51.3030213535226,"C. glandium"
"C","2",60,13,6e+07,60.5,51.0392006206994,"C. glandium"
"C","2",61,34,6.1e+07,61.5,59.2030404624627,"C. glandium"
"C","2",62,10,6.2e+07,62.5,50.8035431835222,"C. glandium"
"C","2",63,23,6.3e+07,63.5,53.4228415567723,"C. glandium"
"C","2",64,19,6.4e+07,64.5,48.1144468948776,"C. glandium"
"C","2",65,31,6.5e+07,65.5,55.7404700374871,"C. glandium"
"C","2",66,41,6.6e+07,66.5,60.2660766932775,"C. glandium"
"C","2",67,27,6.7e+07,67.5,65.2763356814704,"C. glandium"
"C","2",68,20,6.8e+07,68.5,64.2806347199528,"C. glandium"
"C","2",69,15,6.9e+07,69.5,63.2139225171164,"C. glandium"
"C","2",70,18,7e+07,70.5,57.9568805233684,"C. glandium"
"C","2",71,4,7.1e+07,71.5,41.1582312545134,"C. glandium"
"C","2",72,320,7.2e+07,72.5,321.504276798925,"C. glandium"
"C","2",73,10,7.3e+07,73.5,321.037381001029,"C. glandium"
"C","2",74,2,7.4e+07,74.5,320.692999611778,"C. glandium"
"C","2",75,7,7.5e+07,75.5,320.263953638245,"C. glandium"
"C","2",76,17,7.6e+07,76.5,320.689881349568,"C. glandium"
"C","2",77,2,7.7e+07,77.5,21.1187120819429,"C. glandium"
"C","2",78,15,7.8e+07,78.5,23.895606290697,"C. glandium"
"C","2",79,17,7.9e+07,79.5,29.2574776766556,"C. glandium"
"C","2",80,14,8e+07,80.5,31.6701752442262,"C. glandium"
"C","2",81,13,8.1e+07,81.5,29.7153159162073,"C. glandium"
"C","2",82,9,8.2e+07,82.5,30.9838667696593,"C. glandium"
"C","2",83,5,8.3e+07,83.5,27.5680975041804,"C. glandium"
"C","2",84,16,8.4e+07,84.5,26.9629375254255,"C. glandium"
"C","2",85,12,8.5e+07,85.5,25.9807621135332,"C. glandium"
"C","2",86,7,8.6e+07,86.5,23.5584379787795,"C. glandium"
"C","2",87,21,8.7e+07,87.5,30.2489669245083,"C. glandium"
"C","2",88,28,8.8e+07,88.5,40.9145450909576,"C. glandium"
"C","2",89,26,8.9e+07,89.5,45.7602447545902,"C. glandium"
"C","2",90,0,9e+07,90.5,44.1588043316392,"C. glandium"
"C","2",91,16,9.1e+07,91.5,46.4435140789325,"C. glandium"
"C","2",92,26,9.2e+07,92.5,48.9080770425499,"C. glandium"
"C","2",93,12,9.3e+07,93.5,41.8568990729127,"C. glandium"
"C","2",94,5,9.4e+07,94.5,33.1813200460741,"C. glandium"
"C","2",95,15,9.5e+07,95.5,36.4142829120662,"C. glandium"
"C","2",96,23,9.6e+07,96.5,39.9874980462644,"C. glandium"
"C","2",97,20,9.7e+07,97.5,36.3730669589464,"C. glandium"
"C","2",98,23,9.8e+07,98.5,41.3279566395437,"C. glandium"
"C","2",99,33,9.9e+07,99.5,52.6497863243527,"C. glandium"
"C","2",100,8,1e+08,100.5,51.0979451641649,"C. glandium"
"C","2",101,7,1.01e+08,101.5,46.1627555503352,"C. glandium"
"C","2",102,5,1.02e+08,102.5,41.9046536795139,"C. glandium"
"C","2",103,23,1.03e+08,103.5,41.9046536795139,"C. glandium"
"C","2",104,25,1.04e+08,104.5,35.9444015112229,"C. glandium"
"C","2",105,8,1.05e+08,105.5,35.9444015112229,"C. glandium"
"C","2",106,60,1.06e+08,106.5,69.5916661677244,"C. glandium"
"C","2",107,32,1.07e+08,107.5,76.4329771760855,"C. glandium"
"C","2",108,10,1.08e+08,108.5,73.5730929076656,"C. glandium"
"C","2",109,21,1.09e+08,109.5,72.3118247591637,"C. glandium"
"C","2",110,25,1.1e+08,110.5,76.0920495189872,"C. glandium"
"C","2",111,14,1.11e+08,111.5,48.8466989672793,"C. glandium"
"C","2",112,17,1.12e+08,112.5,40.6324993078201,"C. glandium"
"C","2",113,10,1.13e+08,113.5,40.6324993078201,"C. glandium"
"C","2",114,4,1.14e+08,114.5,35.0142828000232,"C. glandium"
"C","2",115,7,1.15e+08,115.5,25.4950975679639,"C. glandium"
"C","2",116,16,1.16e+08,116.5,26.6458251889485,"C. glandium"
"C","2",117,1,1.17e+08,117.5,20.5426385841741,"C. glandium"
"C","2",118,10,1.18e+08,118.5,20.5426385841741,"C. glandium"
"C","2",119,41,1.19e+08,119.5,45.6836951220017,"C. glandium"
"C","2",120,22,1.2e+08,120.5,50.2195181179589,"C. glandium"
"C","2",121,23,1.21e+08,121.5,52.8677595515452,"C. glandium"
"C","2",122,11,1.22e+08,122.5,53.9907399467724,"C. glandium"
"C","2",123,14,1.23e+08,123.5,54.8725796732758,"C. glandium"
"C","2",124,16,1.24e+08,124.5,39.8246155034798,"C. glandium"
"C","2",125,14,1.25e+08,125.5,36.0277670693036,"C. glandium"
"C","2",126,19,1.26e+08,126.5,33.6154726279432,"C. glandium"
"C","2",127,21,1.27e+08,127.5,38.0788655293195,"C. glandium"
"C","2",128,12,1.28e+08,128.5,37.3898381916798,"C. glandium"
"C","2",129,12,1.29e+08,129.5,35.8608421540822,"C. glandium"
"C","2",130,5,1.3e+08,130.5,33.391615714128,"C. glandium"
"C","2",131,6,1.31e+08,131.5,28.1069386451104,"C. glandium"
"C","2",132,10,1.32e+08,132.5,21.1896201004171,"C. glandium"
"C","2",133,12,1.33e+08,133.5,21.1896201004171,"C. glandium"
"C","2",134,8,1.34e+08,134.5,19.2093727122985,"C. glandium"
"C","2",135,8,1.35e+08,135.5,20.1990098767242,"C. glandium"
"C","2",136,26,1.36e+08,136.5,32.3728281124773,"C. glandium"
"C","2",137,8,1.37e+08,137.5,31.8119474411737,"C. glandium"
"C","2",138,10,1.38e+08,138.5,31.1126983722081,"C. glandium"
"C","2",139,14,1.39e+08,139.5,33.166247903554,"C. glandium"
"C","3",1,8,1e+06,1.5,NA,"C. glandium"
"C","3",2,0,2e+06,2.5,NA,"C. glandium"
"C","3",3,2,3e+06,3.5,NA,"C. glandium"
"C","3",4,9,4e+06,4.5,NA,"C. glandium"
"C","3",5,0,5e+06,5.5,12.2065556157337,"C. glandium"
"C","3",6,1,6e+06,6.5,9.2736184954957,"C. glandium"
"C","3",7,1,7e+06,7.5,9.32737905308882,"C. glandium"
"C","3",8,0,8e+06,8.5,9.1104335791443,"C. glandium"
"C","3",9,0,9e+06,9.5,1.4142135623731,"C. glandium"
"C","3",10,0,1e+07,10.5,1.4142135623731,"C. glandium"
"C","3",11,1,1.1e+07,11.5,1.4142135623731,"C. glandium"
"C","3",12,1,1.2e+07,12.5,1.4142135623731,"C. glandium"
"C","3",13,4,1.3e+07,13.5,4.24264068711928,"C. glandium"
"C","3",14,4,1.4e+07,14.5,5.8309518948453,"C. glandium"
"C","3",15,11,1.5e+07,15.5,12.4498995979887,"C. glandium"
"C","3",16,1,1.6e+07,16.5,12.4498995979887,"C. glandium"
"C","3",17,30,1.7e+07,17.5,32.4653661614959,"C. glandium"
"C","3",18,23,1.8e+07,18.5,39.585350825779,"C. glandium"
"C","3",19,31,1.9e+07,19.5,50.1198563445667,"C. glandium"
"C","3",20,14,2e+07,20.5,50.8625599041181,"C. glandium"
"C","3",21,11,2.1e+07,21.5,52.0288381573143,"C. glandium"
"C","3",22,10,2.2e+07,22.5,43.6692111217961,"C. glandium"
"C","3",23,25,2.3e+07,23.5,44.7548880012005,"C. glandium"
"C","3",24,34,2.4e+07,24.5,46.8828326789242,"C. glandium"
"C","3",25,26,2.5e+07,25.5,51.7493961317424,"C. glandium"
"C","3",26,15,2.6e+07,26.5,52.7446679769624,"C. glandium"
"C","3",27,23,2.7e+07,27.5,56.6656862660288,"C. glandium"
"C","3",28,34,2.8e+07,28.5,61.1718889687085,"C. glandium"
"C","3",29,18,2.9e+07,29.5,53.9444158370447,"C. glandium"
"C","3",30,28,3e+07,30.5,54.9363267792815,"C. glandium"
"C","3",31,51,3.1e+07,31.5,73.4438561079142,"C. glandium"
"C","3",32,13,3.2e+07,32.5,70.950687100267,"C. glandium"
"C","3",33,24,3.3e+07,33.5,66.7382948538543,"C. glandium"
"C","3",34,18,3.4e+07,34.5,66.7382948538543,"C. glandium"
"C","3",35,8,3.5e+07,35.5,61.1064644698088,"C. glandium"
"C","3",36,21,3.6e+07,36.5,39.6736688497547,"C. glandium"
"C","3",37,6,3.7e+07,37.5,37.9605057922046,"C. glandium"
"C","3",38,21,3.8e+07,38.5,36.1386219991853,"C. glandium"
"C","3",39,5,3.9e+07,39.5,31.7332633052449,"C. glandium"
"C","3",40,12,4e+07,40.5,32.9696830436691,"C. glandium"
"C","3",41,68,4.1e+07,41.5,72.5947656515261,"C. glandium"
"C","3",42,16,4.2e+07,42.5,74.0945342113708,"C. glandium"
"C","3",43,15,4.3e+07,43.5,72.6223106214612,"C. glandium"
"C","3",44,12,4.4e+07,44.5,73.4370478709486,"C. glandium"
"C","3",45,24,4.5e+07,45.5,76.3216876123687,"C. glandium"
"C","3",46,27,4.6e+07,46.5,43.9317652729776,"C. glandium"
"C","3",47,23,4.7e+07,47.5,46.9361268108053,"C. glandium"
"C","3",48,13,4.8e+07,48.5,46.3357313528124,"C. glandium"
"C","3",49,3,4.9e+07,49.5,44.8553229840116,"C. glandium"
"C","3",50,0,5e+07,50.5,37.8945906429928,"C. glandium"
"C","3",51,10,5.1e+07,51.5,28.4077454226836,"C. glandium"
"C","3",52,2,5.2e+07,52.5,16.7928556237467,"C. glandium"
"C","3",53,10,5.3e+07,53.5,14.5945195193264,"C. glandium"
"C","3",54,59,5.4e+07,54.5,60.7042008431048,"C. glandium"
"C","3",55,28,5.5e+07,55.5,66.8505796534331,"C. glandium"
"C","3",56,14,5.6e+07,56.5,67.5647837264355,"C. glandium"
"C","3",57,8,5.7e+07,57.5,68.0073525436772,"C. glandium"
"C","3",58,10,5.8e+07,58.5,68.0073525436772,"C. glandium"
"C","3",59,19,5.9e+07,59.5,38.7943294825416,"C. glandium"
"C","3",60,23,6e+07,60.5,35.3553390593274,"C. glandium"
"C","3",61,12,6.1e+07,61.5,34.6121365997536,"C. glandium"
"C","3",62,12,6.2e+07,62.5,35.749125863439,"C. glandium"
"C","3",63,26,6.3e+07,63.5,43.058100283222,"C. glandium"
"C","3",64,27,6.4e+07,64.5,47.1380949975707,"C. glandium"
"C","3",65,49,6.5e+07,65.5,63.9843730921856,"C. glandium"
"C","3",66,38,6.6e+07,66.5,73.4438561079142,"C. glandium"
"C","3",67,13,6.7e+07,67.5,73.613857391119,"C. glandium"
"C","3",68,8,6.8e+07,68.5,69.3325320466518,"C. glandium"
"C","3",69,14,6.9e+07,69.5,65.3758365147246,"C. glandium"
"C","3",70,27,7e+07,70.5,51.0098029794274,"C. glandium"
"C","3",71,15,7.1e+07,71.5,37.1887079635741,"C. glandium"
"C","3",72,9,7.2e+07,72.5,35.9861084308932,"C. glandium"
"C","3",73,9,7.3e+07,73.5,36.2215405525497,"C. glandium"
"C","3",74,29,7.4e+07,74.5,44.2379927211893,"C. glandium"
"C","3",75,34,7.5e+07,75.5,48.8262224629348,"C. glandium"
"C","3",76,18,7.6e+07,76.5,49.829710013204,"C. glandium"
"C","3",77,19,7.7e+07,77.5,52.5642464038057,"C. glandium"
"C","3",78,26,7.8e+07,78.5,57.9482527778017,"C. glandium"
"C","3",79,10,7.9e+07,79.5,51.1566222497147,"C. glandium"
"C","3",80,7,8e+07,80.5,38.8587184554509,"C. glandium"
"C","3",81,10,8.1e+07,81.5,35.8608421540822,"C. glandium"
"C","3",82,18,8.2e+07,82.5,35.3411940941446,"C. glandium"
"C","3",83,19,8.3e+07,83.5,30.5614135798723,"C. glandium"
"C","3",84,35,8.4e+07,84.5,45.3762052181537,"C. glandium"
"C","3",85,12,8.5e+07,85.5,46.4112055434892,"C. glandium"
"C","3",86,15,8.6e+07,86.5,47.73887304912,"C. glandium"
"C","3",87,19,8.7e+07,87.5,48.1248376620639,"C. glandium"
"C","3",88,24,8.8e+07,88.5,50.3090449124211,"C. glandium"
"C","3",89,6,8.9e+07,89.5,36.6333181680284,"C. glandium"
"C","3",90,2,9e+07,90.5,34.6698716467194,"C. glandium"
"C","3",91,17,9.1e+07,91.5,35.5808937493144,"C. glandium"
"C","3",92,20,9.2e+07,92.5,36.1247837363769,"C. glandium"
"C","3",93,23,9.3e+07,93.5,35.4682957019364,"C. glandium"
"C","3",94,21,9.4e+07,94.5,40.7798970082074,"C. glandium"
"C","3",95,2,9.5e+07,95.5,40.7798970082074,"C. glandium"
"C","3",96,2,9.6e+07,96.5,37.1214223865412,"C. glandium"
"C","3",97,22,9.7e+07,97.5,38.2361085886103,"C. glandium"
"C","3",98,6,9.8e+07,98.5,31.1287648325468,"C. glandium"
"C","3",99,3,9.9e+07,99.5,23.1732604525129,"C. glandium"
"C","3",100,12,1e+08,100.5,26.0192236625154,"C. glandium"
"C","3",101,14,1.01e+08,101.5,29.4788059459674,"C. glandium"
"C","3",102,10,1.02e+08,102.5,22.0227155455452,"C. glandium"
"C","3",103,20,1.03e+08,103.5,29.1376045686669,"C. glandium"
"C","3",104,3,1.04e+08,104.5,29.1376045686669,"C. glandium"
"C","3",105,62,1.05e+08,105.5,67.446274915669,"C. glandium"
"C","3",106,17,1.06e+08,106.5,68.1322243875833,"C. glandium"
"C","3",107,30,1.07e+08,107.5,73.769912566032,"C. glandium"
"C","3",108,43,1.08e+08,108.5,83.0120473184465,"C. glandium"
"C","3",109,24,1.09e+08,109.5,86.3597128295364,"C. glandium"
"C","3",110,23,1.1e+08,110.5,64.3661401670164,"C. glandium"
"C","3",111,3,1.11e+08,111.5,62.1530369330413,"C. glandium"
"C","3",112,36,1.12e+08,112.5,65.2610143960389,"C. glandium"
"C","3",113,26,1.13e+08,113.5,55.5517776493246,"C. glandium"
"C","3",114,4,1.14e+08,114.5,50.2593274925162,"C. glandium"
"C","3",115,20,1.15e+08,115.5,48.9591666595746,"C. glandium"
"C","3",116,17,1.16e+08,116.5,51.7397332811061,"C. glandium"
"C","3",117,2,1.17e+08,117.5,37.2155881318568,"C. glandium"
"C","3",118,2,1.18e+08,118.5,26.7020598456374,"C. glandium"
"C","3",119,9,1.19e+08,119.5,27.8926513619627,"C. glandium"
"C","3",120,7,1.2e+08,120.5,20.6639783197718,"C. glandium"
"C","3",121,9,1.21e+08,121.5,14.7986485869487,"C. glandium"
"C","3",122,10,1.22e+08,122.5,17.7482393492988,"C. glandium"
"C","3",123,5,1.23e+08,123.5,18.3303027798234,"C. glandium"
"C","3",124,3,1.24e+08,124.5,16.2480768092719,"C. glandium"
"C","3",125,13,1.25e+08,125.5,19.5959179422654,"C. glandium"
"C","3",126,25,1.26e+08,126.5,30.4630924234556,"C. glandium"
"C","3",127,44,1.27e+08,127.5,52.5737577123797,"C. glandium"
"C","3",128,12,1.28e+08,128.5,53.6935750346352,"C. glandium"
"C","3",129,8,1.29e+08,129.5,54.2033209314706,"C. glandium"
"C","3",130,9,1.3e+08,130.5,53.3853912601566,"C. glandium"
"C","4",0,9,0,0.5,NA,"C. glandium"
"C","4",1,8,1e+06,1.5,NA,"C. glandium"
"C","4",2,5,2e+06,2.5,NA,"C. glandium"
"C","4",3,6,3e+06,3.5,NA,"C. glandium"
"C","4",4,5,4e+06,4.5,15.1986841535707,"C. glandium"
"C","4",5,19,5e+06,5.5,22.6053091109146,"C. glandium"
"C","4",6,13,6e+06,6.5,24.8193472919817,"C. glandium"
"C","4",7,5,7e+06,7.5,24.8193472919817,"C. glandium"
"C","4",8,20,8e+06,8.5,31.3049516849971,"C. glandium"
"C","4",9,18,9e+06,9.5,35.7631094844953,"C. glandium"
"C","4",10,9,1e+07,10.5,31.6069612585582,"C. glandium"
"C","4",11,1,1.1e+07,11.5,28.8270706107991,"C. glandium"
"C","4",12,23,1.2e+07,12.5,36.5376518128902,"C. glandium"
"C","4",13,30,1.3e+07,13.5,42.8368999812078,"C. glandium"
"C","4",14,28,1.4e+07,14.5,47.9061582680139,"C. glandium"
"C","4",15,14,1.5e+07,15.5,49.0917508345343,"C. glandium"
"C","4",16,9,1.6e+07,16.5,49.8998997994986,"C. glandium"
"C","4",17,28,1.7e+07,17.5,52.3927475897189,"C. glandium"
"C","4",18,15,1.8e+07,18.5,45.4972526643093,"C. glandium"
"C","4",19,11,1.9e+07,19.5,37.5099986670221,"C. glandium"
"C","4",20,13,2e+07,20.5,37.1483512420134,"C. glandium"
"C","4",21,33,2.1e+07,21.5,48.8671668914825,"C. glandium"
"C","4",22,25,2.2e+07,22.5,47.2122865364515,"C. glandium"
"C","4",23,8,2.3e+07,23.5,45.4752680036083,"C. glandium"
"C","4",24,21,2.4e+07,24.5,48.8671668914825,"C. glandium"
"C","4",25,6,2.5e+07,25.5,47.4868402823351,"C. glandium"
"C","4",26,12,2.6e+07,26.5,36.1939221417077,"C. glandium"
"C","4",27,8,2.7e+07,27.5,27.367864366808,"C. glandium"
"C","4",28,22,2.8e+07,28.5,34.1906419945575,"C. glandium"
"C","4",29,12,2.9e+07,29.5,29.5296461204668,"C. glandium"
"C","4",30,39,3e+07,30.5,48.5489443757534,"C. glandium"
"C","4",31,37,3.1e+07,31.5,59.84981202978,"C. glandium"
"C","4",32,24,3.2e+07,32.5,63.9843730921856,"C. glandium"
"C","4",33,17,3.3e+07,33.5,62.4419730629967,"C. glandium"
"C","4",34,26,3.4e+07,34.5,66.5657569625705,"C. glandium"
"C","4",35,18,3.5e+07,35.5,56.8682688324517,"C. glandium"
"C","4",36,31,3.6e+07,36.5,53.160135440008,"C. glandium"
"C","4",37,12,3.7e+07,37.5,48.9285192909003,"C. glandium"
"C","4",38,7,3.8e+07,38.5,46.4112055434892,"C. glandium"
"C","4",39,11,3.9e+07,39.5,39.9874980462644,"C. glandium"
"C","4",40,3,4e+07,40.5,35.8329457343378,"C. glandium"
"C","4",41,16,4.1e+07,41.5,24.0624188310319,"C. glandium"
"C","4",42,8,4.2e+07,42.5,22.3383079036887,"C. glandium"
"C","4",43,14,4.3e+07,43.5,25.4165300542777,"C. glandium"
"C","4",44,20,4.4e+07,44.5,30.4138126514911,"C. glandium"
"C","4",45,34,4.5e+07,45.5,45.5192267069642,"C. glandium"
"C","4",46,15,4.6e+07,46.5,45.1774279923061,"C. glandium"
"C","4",47,11,4.7e+07,47.5,45.8039299623951,"C. glandium"
"C","4",48,34,4.8e+07,48.5,55.299186250794,"C. glandium"
"C","4",49,21,4.9e+07,49.5,55.6686626388671,"C. glandium"
"C","4",50,49,5e+07,50.5,65.9090282131363,"C. glandium"
"C","4",51,60,5.1e+07,51.5,87.8578397184907,"C. glandium"
"C","4",52,62,5.2e+07,52.5,106.967284718273,"C. glandium"
"C","4",53,58,5.3e+07,53.5,116.833214455479,"C. glandium"
"C","4",54,11,5.4e+07,54.5,115.455619178973,"C. glandium"
"C","4",55,17,5.5e+07,55.5,105.915060307777,"C. glandium"
"C","4",56,12,5.6e+07,56.5,88.102213366067,"C. glandium"
"C","4",57,9,5.7e+07,57.5,63.2376470150495,"C. glandium"
"C","4",58,13,5.8e+07,58.5,28.3548937575157,"C. glandium"
"C","4",59,11,5.9e+07,59.5,28.3548937575157,"C. glandium"
"C","4",60,20,6e+07,60.5,30.2489669245083,"C. glandium"
"C","4",61,31,6.1e+07,61.5,41.6173040933696,"C. glandium"
"C","4",62,2,6.2e+07,62.5,40.681691213616,"C. glandium"
"C","4",63,10,6.3e+07,63.5,39.8246155034798,"C. glandium"
"C","4",64,15,6.4e+07,64.5,41.1096095821889,"C. glandium"
"C","4",65,41,6.5e+07,65.5,54.5068802996466,"C. glandium"
"C","4",66,9,6.6e+07,66.5,45.7274534606947,"C. glandium"
"C","4",67,11,6.7e+07,67.5,46.9893604978829,"C. glandium"
"C","4",68,15,6.8e+07,68.5,48.3011387029333,"C. glandium"
"C","4",69,35,6.9e+07,69.5,57.7321400954442,"C. glandium"
"C","4",70,8,7e+07,70.5,41.424630354416,"C. glandium"
"C","4",71,12,7.1e+07,71.5,42.1781934179263,"C. glandium"
"C","4",72,7,7.2e+07,72.5,41.3158565202272,"C. glandium"
"C","4",73,14,7.3e+07,73.5,40.9633982965281,"C. glandium"
"C","4",74,14,7.4e+07,74.5,25.475478405714,"C. glandium"
"C","4",75,22,7.5e+07,75.5,32.6955654485436,"C. glandium"
"C","4",76,31,7.6e+07,76.5,43.4281015012169,"C. glandium"
"C","4",77,16,7.7e+07,77.5,45.7493169347915,"C. glandium"
"C","4",78,15,7.8e+07,78.5,46.0651712251241,"C. glandium"
"C","4",79,14,7.9e+07,79.5,46.0651712251241,"C. glandium"
"C","4",80,13,8e+07,80.5,42.5088226136646,"C. glandium"
"C","4",81,29,8.1e+07,81.5,41.0731055558257,"C. glandium"
"C","4",82,35,8.2e+07,82.5,51.5363949069005,"C. glandium"
"C","4",83,14,8.3e+07,83.5,51.254268114958,"C. glandium"
"C","4",84,6,8.4e+07,84.5,49.6689037527506,"C. glandium"
"C","4",85,13,8.5e+07,85.5,49.6689037527506,"C. glandium"
"C","4",86,4,8.6e+07,86.5,40.5215991787096,"C. glandium"
